date,size,time,hash
"2016-08-11T00:02:22.632166"," 288.96 KiB ","142.13","bb97911804bf9df612eaba9e80e45637a563a633"
"2016-08-11T01:02:32.305860"," 162.67 KiB ","152.11","302f2c54072624ec5c3a9fd70ec422484075b151"
"2016-08-11T02:01:54.532742"," 191.16 KiB ","113.70","c29ea584d5ce4b93a7055f7ec53306329d072dd7"
"2016-08-11T03:02:15.837349"," 389.06 KiB ","135.26","a33199f1f2ccbd3acdeee04712bc5bfb035869ec"
"2016-08-11T04:02:07.297050"," 337.87 KiB ","127.09","2dc5a4cfb2a462b766914a306a573f1b07c83ef8"
"2016-08-11T05:02:16.930506"," 664.37 KiB ","135.95","914e16dff61e581745726ad70a4ae4ef59a471d5"
"2016-08-11T06:02:17.162784","0 MiB","136.44","9f8b6e1e43453f596ee240a8e0c20bace13c9262"
"2016-08-11T07:01:47.146055","0 MiB","106.74","9f8b6e1e43453f596ee240a8e0c20bace13c9262"
"2016-08-11T08:02:12.116965","0 MiB","131.04","99d3ea81667098f03380704da703922046b74bbe"
"2016-08-11T09:01:52.885123","0 MiB","112.19","99d3ea81667098f03380704da703922046b74bbe"
"2016-08-11T10:01:51.940467","0 MiB","111.46","99d3ea81667098f03380704da703922046b74bbe"
"2016-08-11T11:02:11.965290","0 MiB","130.84","99d3ea81667098f03380704da703922046b74bbe"
"2016-08-11T12:03:21.169082"," 247.86 KiB ","200.32","39439aa2a4182cffcf08740e33196ccc8c8c07ae"
"2016-08-11T13:02:49.024520","0 MiB","168.55","39439aa2a4182cffcf08740e33196ccc8c8c07ae"
"2016-08-11T14:02:59.469454","0 MiB","178.34","39439aa2a4182cffcf08740e33196ccc8c8c07ae"
"2016-08-11T15:03:06.644638","0 MiB","185.82","39439aa2a4182cffcf08740e33196ccc8c8c07ae"
